Accession	GeneName	UnipriotGeneName	MaxLCDLengthPerProtein	DataType
Q5BKX5	C19orf54	CS054_HUMAN	46	BACKGROUND
Q6IF99	OR10K2	O10K2_HUMAN	17	BACKGROUND
Q9HBL0	TNS1	TENS1_HUMAN	32	BACKGROUND
P62191	PSMC1	PRS4_HUMAN	18	BACKGROUND
Q6ZTI6	ZNF664-FAM101A	F101A_HUMAN	23	BACKGROUND
Q96S42	NODAL	NODAL_HUMAN	17	BACKGROUND
Q96RS0	TGS1	TGS1_HUMAN	16	BACKGROUND
Q6ZTI0	null	YK032_HUMAN	16	BACKGROUND
Q5BKU9	OXLD1	OXLD1_HUMAN	21	BACKGROUND
Q96S44	TP53RK	PRPK_HUMAN	16	BACKGROUND
Q9HBI1	PARVB	PARVB_HUMAN	13	BACKGROUND
Q9HBI0	PARVG	PARVG_HUMAN	12	BACKGROUND
Q9HBI6	CYP4F11	CP4FB_HUMAN	19	BACKGROUND
P28702	RXRB	RXRB_HUMAN	60	BACKGROUND
P59773	KIAA1024L	K102L_HUMAN	21	BACKGROUND
Q13875	MOBP	MOBP_HUMAN	60	BACKGROUND
Q13873	BMPR2	BMPR2_HUMAN	26	BACKGROUND
Q3LIE5	ADPRM	ADPRM_HUMAN	6	BACKGROUND
Q96S37	SLC22A12	S22AC_HUMAN	18	BACKGROUND
P30740	SERPINB1	ILEU_HUMAN	15	BACKGROUND
Q96S38	RPS6KC1	KS6C1_HUMAN	23	BACKGROUND
Q9HBJ8	TMEM27	TMM27_HUMAN	25	BACKGROUND
Q96RR1	C10orf2	PEO1_HUMAN	17	BACKGROUND
Q5JS13	RALGPS1	RGPS1_HUMAN	22	BACKGROUND
Q96RR4	CAMKK2	KKCC2_HUMAN	21	BACKGROUND
Q16760	DGKD	DGKD_HUMAN	35	BACKGROUND
Q16763	UBE2S	UBE2S_HUMAN	20	BACKGROUND
Q9HBJ7	USP29	UBP29_HUMAN	12	BACKGROUND
Q13884	SNTB1	SNTB1_HUMAN	19	BACKGROUND
Q13885	TUBB2A	TBB2A_HUMAN	19	BACKGROUND
Q13886	KLF9	KLF9_HUMAN	12	BACKGROUND
Q13887	KLF5	KLF5_HUMAN	18	BACKGROUND
Q13888	GTF2H2	TF2H2_HUMAN	10	BACKGROUND
Q13889	GTF2H3	TF2H3_HUMAN	17	BACKGROUND
P85299	PRR5	PRR5_HUMAN	11	BACKGROUND
P23327	HRC	SRCH_HUMAN	38	BACKGROUND
P85298	ARHGAP8	RHG08_HUMAN	16	BACKGROUND
Q9ULM6	CNOT6	CNOT6_HUMAN	14	BACKGROUND
C9J2P7	RP11-1286E23.10	U17LF_HUMAN	12	BACKGROUND
Q9HC10	OTOF	OTOF_HUMAN	33	BACKGROUND
O95125	ZNF202	ZN202_HUMAN	12	BACKGROUND
Q6ZTU2	EP400NL	E400N_HUMAN	24	BACKGROUND
Q6ZU65	UBN2	UBN2_HUMAN	45	BACKGROUND
Q9ULM0	PLEKHH1	PKHH1_HUMAN	16	BACKGROUND
Q01831	XPC	XPC_HUMAN	31	BACKGROUND
Q6ZU64	CCDC108	CC108_HUMAN	53	BACKGROUND
Q9ULM2	ZNF490	ZN490_HUMAN	12	BACKGROUND
Q6IFN5	OR7E24	O7E24_HUMAN	12	BACKGROUND
Q9ULM3	YEATS2	YETS2_HUMAN	50	BACKGROUND
P59797	SELV	SELV_HUMAN	57	BACKGROUND
P62269	RPS18	RS18_HUMAN	21	GRPR
P52954	LBX1	LBX1_HUMAN	12	BACKGROUND
Q96T37	RBM15	RBM15_HUMAN	35	BACKGROUND
P52952	NKX2-5	NKX25_HUMAN	24	BACKGROUND
P52951	GBX2	GBX2_HUMAN	27	BACKGROUND
P62263	RPS14	RS14_HUMAN	10	GR_ONLY
Q9ULL8	SHROOM4	SHRM4_HUMAN	41	BACKGROUND
Q9ULL5	PRR12	PRR12_HUMAN	60	BACKGROUND
P80075	CCL8	CCL8_HUMAN	11	BACKGROUND
Q9ULL0	KIAA1210	K1210_HUMAN	30	BACKGROUND
Q6ZU52	KIAA0408	K0408_HUMAN	20	BACKGROUND
Q9HC07	TMEM165	TM165_HUMAN	32	BACKGROUND
Q01844	EWSR1	EWS_HUMAN	60	BACKGROUND
Q9ULL4	PLXNB3	PLXB3_HUMAN	19	BACKGROUND
Q9ULL1	PLEKHG1	PKHG1_HUMAN	20	BACKGROUND
P52961	ART1	NAR1_HUMAN	19	BACKGROUND
Q6ZU45	null	YA021_HUMAN	15	BACKGROUND
P62253	UBE2G1	UB2G1_HUMAN	15	BACKGROUND
O00712	NFIB	NFIB_HUMAN	13	BACKGROUND
P62256	UBE2H	UBE2H_HUMAN	15	BACKGROUND
Q2KJY2	KIF26B	KI26B_HUMAN	60	BACKGROUND
Q96T49	PPP1R16B	PP16B_HUMAN	18	BACKGROUND
O00716	E2F3	E2F3_HUMAN	20	BACKGROUND
Q01814	ATP2B2	AT2B2_HUMAN	22	BACKGROUND
P23368	ME2	MAOM_HUMAN	11	BACKGROUND
Q9ULK4	MED23	MED23_HUMAN	12	BACKGROUND
Q9ULK5	VANGL2	VANG2_HUMAN	37	BACKGROUND
Q9ULK6	RNF150	RN150_HUMAN	18	BACKGROUND
O95140	MFN2	MFN2_HUMAN	14	BACKGROUND
Q9ULK0	GRID1	GRID1_HUMAN	16	BACKGROUND
Q6ZTW0	TPGS1	TPGS1_HUMAN	21	BACKGROUND
Q6ZU80	CEP128	CE128_HUMAN	23	BACKGROUND
Q9ULK2	ATXN7L1	AT7L1_HUMAN	35	BACKGROUND
O95149	SNUPN	SPN1_HUMAN	21	BACKGROUND
Q96T17	MAP7D2	MA7D2_HUMAN	60	BACKGROUND
Q9HBM0	VEZT	VEZA_HUMAN	17	BACKGROUND
Q9ULJ7	ANKRD50	ANR50_HUMAN	28	BACKGROUND
Q13835	PKP1	PKP1_HUMAN	9	BACKGROUND
Q01826	SATB1	SATB1_HUMAN	39	BACKGROUND
Q9ULJ8	PPP1R9A	NEB1_HUMAN	20	BACKGROUND
Q9ULJ6	ZMIZ1	ZMIZ1_HUMAN	33	BACKGROUND
Q9ULJ3	ZBTB21	ZBT21_HUMAN	26	BACKGROUND
P23378	GLDC	GCSP_HUMAN	23	BACKGROUND
Q9ULJ1	ODF2L	ODF2L_HUMAN	16	BACKGROUND
O95139	NDUFB6	NDUB6_HUMAN	17	BACKGROUND
O95136	S1PR2	S1PR2_HUMAN	16	BACKGROUND
Q96T21	SECISBP2	SEBP2_HUMAN	17	BACKGROUND
Q6ZU69	FAM205A	F205A_HUMAN	26	BACKGROUND
Q6ZU67	BEND4	BEND4_HUMAN	26	BACKGROUND
Q96T23	RSF1	RSF1_HUMAN	28	BACKGROUND
Q96SQ9	CYP2S1	CP2S1_HUMAN	24	BACKGROUND
Q96T25	ZIC5	ZIC5_HUMAN	48	BACKGROUND
Q96SQ7	ATOH8	ATOH8_HUMAN	32	BACKGROUND
Q9UM22	EPDR1	EPDR1_HUMAN	20	BACKGROUND
Q13825	AUH	AUHM_HUMAN	17	BACKGROUND
Q9HC52	CBX8	CBX8_HUMAN	33	BACKGROUND
Q9HC58	SLC24A3	NCKX3_HUMAN	24	BACKGROUND
Q13823	GNL2	NOG2_HUMAN	43	BACKGROUND
Q9HBT6	CDH20	CAD20_HUMAN	20	BACKGROUND
Q9HC56	PCDH9	PCDH9_HUMAN	26	BACKGROUND
Q9HC57	WFDC1	WFDC1_HUMAN	9	BACKGROUND
Q13822	ENPP2	ENPP2_HUMAN	13	BACKGROUND
Q9HC62	SENP2	SENP2_HUMAN	16	BACKGROUND
Q96SN8	CDK5RAP2	CK5P2_HUMAN	21	BACKGROUND
Q9HBU1	BARX1	BARX1_HUMAN	32	BACKGROUND
Q96SN7	ORAI2	ORAI2_HUMAN	8	BACKGROUND
Q6ZU15	SEPT14	SEP14_HUMAN	21	BACKGROUND
P20273	CD22	CD22_HUMAN	18	BACKGROUND
Q9ULR0	ISY1	ISY1_HUMAN	45	BACKGROUND
P20290	BTF3	BTF3_HUMAN	13	BACKGROUND
P52926	HMGA2	HMGA2_HUMAN	23	BACKGROUND
Q9ULP9	TBC1D24	TBC24_HUMAN	12	BACKGROUND
Q9HC44	GPBP1L1	GPBL1_HUMAN	33	BACKGROUND
Q13813	SPTAN1	SPTN1_HUMAN	21	BACKGROUND
Q01892	SPIB	SPIB_HUMAN	15	BACKGROUND
Q9ULQ0	STRIP2	STRP2_HUMAN	28	BACKGROUND
Q9ULQ1	TPCN1	TPC1_HUMAN	30	BACKGROUND
Q9UM21	MGAT4A	MGT4A_HUMAN	14	BACKGROUND
Q01851	POU4F1	PO4F1_HUMAN	57	BACKGROUND
Q9UM07	PADI4	PADI4_HUMAN	14	BACKGROUND
Q01850	LOC101060399	CDR2_HUMAN	14	BACKGROUND
Q9UM01	SLC7A7	YLAT1_HUMAN	17	BACKGROUND
Q9UM00	TMCO1	TMCO1_HUMAN	14	BACKGROUND
O95104	SCAF4	SFR15_HUMAN	60	BACKGROUND
Q9HC35	EML4	EMAL4_HUMAN	22	BACKGROUND
Q9HBR0	SLC38A10	S38AA_HUMAN	28	BACKGROUND
Q96SL8	FIZ1	FIZ1_HUMAN	41	BACKGROUND
Q96SL4	GPX7	GPX7_HUMAN	18	BACKGROUND
Q5JRX3	PITRM1	PREP_HUMAN	11	BACKGROUND
Q96SL1	DIRC2	DIRC2_HUMAN	15	BACKGROUND
Q09666	AHNAK	AHNK_HUMAN	25	BACKGROUND
Q5BLP8	C4orf48	CD048_HUMAN	36	BACKGROUND
Q6ZTR6	C18orf65	CR065_HUMAN	19	BACKGROUND
Q6ZTR5	CXorf22	CX022_HUMAN	18	BACKGROUND
Q6ZU35	KIAA1211	K1211_HUMAN	60	BACKGROUND
Q9ULP0	NDRG4	NDRG4_HUMAN	16	BACKGROUND
Q6ZTR7	FAM92B	FA92B_HUMAN	11	BACKGROUND
Q01860	POU5F1	PO5F1_HUMAN	16	BACKGROUND
Q9HBQ8	null	GGA2B_HUMAN	22	BACKGROUND
Q9HC29	NOD2	NOD2_HUMAN	26	BACKGROUND
Q9HC23	PROK2	PROK2_HUMAN	13	BACKGROUND
Q9HC24	TMBIM4	LFG4_HUMAN	22	BACKGROUND
P52948	NUP98	NUP98_HUMAN	41	BACKGROUND
Q9ULN7	PNMAL2	PNML2_HUMAN	25	BACKGROUND
P52945	PDX1	PDX1_HUMAN	35	BACKGROUND
Q6PCB0	VWA1	VWA1_HUMAN	34	BACKGROUND
Q96SM3	CPXM1	CPXM1_HUMAN	27	BACKGROUND
Q6PCB6	ABHD17C	AB17C_HUMAN	36	BACKGROUND
P20265	POU3F2	PO3F2_HUMAN	42	BACKGROUND
Q6ZTQ4	CDHR3	CDHR3_HUMAN	20	BACKGROUND
P20264	POU3F3	PO3F3_HUMAN	45	BACKGROUND
Q6PCB7	SLC27A1	S27A1_HUMAN	22	BACKGROUND
Q6PCB8	EMB	EMB_HUMAN	24	BACKGROUND
Q6PCB5	RSBN1L	RSBNL_HUMAN	43	BACKGROUND
Q9ULV1	FZD4	FZD4_HUMAN	29	BACKGROUND
Q9ULV0	MYO5B	MYO5B_HUMAN	30	BACKGROUND
P20231	TPSAB1	TRYB2_HUMAN	11	BACKGROUND
P19622	EN2	HME2_HUMAN	39	BACKGROUND
P19623	SRM	SPEE_HUMAN	13	BACKGROUND
Q9ULV5	HSF4	HSF4_HUMAN	17	BACKGROUND
Q9UM73	ALK	ALK_HUMAN	22	BACKGROUND
Q9ULV3	CIZ1	CIZ1_HUMAN	41	BACKGROUND
Q08117	AES	AES_HUMAN	22	BACKGROUND
P08865	RPSA	RSSA_HUMAN	19	GR_ONLY
P08861	CELA3B	CEL3B_HUMAN	12	BACKGROUND
Q9HC97	GPR35	GPR35_HUMAN	22	BACKGROUND
Q9HC96	CAPN10	CAN10_HUMAN	20	BACKGROUND
Q5JSH3	WDR44	WDR44_HUMAN	30	BACKGROUND
Q96SJ8	TSPAN18	TSN18_HUMAN	26	BACKGROUND
Q9HBX8	LGR6	LGR6_HUMAN	33	BACKGROUND
Q9ULU8	CADPS	CAPS1_HUMAN	37	BACKGROUND
P29803	PDHA2	ODPAT_HUMAN	12	BACKGROUND
Q6PCD5	RFWD3	RFWD3_HUMAN	20	BACKGROUND
P58658	EVA1C	EVA1C_HUMAN	20	BACKGROUND
Q6BEB4	SP5	SP5_HUMAN	30	BACKGROUND
Q9UM63	PLAGL1	PLAL1_HUMAN	16	BACKGROUND
Q3LHN1	KRTAP21-3	KR213_HUMAN	16	BACKGROUND
Q3LHN2	KRTAP19-2	KR192_HUMAN	27	BACKGROUND
Q9ULU4	ZMYND8	PKCB1_HUMAN	36	BACKGROUND
A0AV96	RBM47	RBM47_HUMAN	22	BACKGROUND
P20248	CCNA2	CCNA2_HUMAN	15	BACKGROUND
Q96SK2	TMEM209	TM209_HUMAN	37	BACKGROUND
O95196	CSPG5	CSPG5_HUMAN	32	BACKGROUND
Q07507	DPT	DERM_HUMAN	16	BACKGROUND
O95198	KLHL2	KLHL2_HUMAN	19	BACKGROUND
O95197	RTN3	RTN3_HUMAN	34	BACKGROUND
Q9HBW9	ELTD1	AGRL4_HUMAN	18	BACKGROUND
O95199	RCBTB2	RCBT2_HUMAN	16	BACKGROUND
Q9ULT6	ZNRF3	ZNRF3_HUMAN	54	BACKGROUND
Q6IFG1	OR52E8	O52E8_HUMAN	16	BACKGROUND
Q9ULT8	HECTD1	HECD1_HUMAN	31	BACKGROUND
Q9UM54	MYO6	MYO6_HUMAN	60	BACKGROUND
Q9ULT0	TTC7A	TTC7A_HUMAN	19	BACKGROUND
Q9HBW1	LRRC4	LRRC4_HUMAN	13	BACKGROUND
Q9HC84	MUC5B	MUC5B_HUMAN	60	BACKGROUND
Q6PCE3	PGM2L1	PGM2L_HUMAN	12	BACKGROUND
P08887	IL6R	IL6RA_HUMAN	26	BACKGROUND
Q9HBW0	LPAR2	LPAR2_HUMAN	21	BACKGROUND
Q9HC78	ZBTB20	ZBT20_HUMAN	21	BACKGROUND
Q9HC77	CENPJ	CENPJ_HUMAN	36	BACKGROUND
Q9UM47	NOTCH3	NOTC3_HUMAN	41	BACKGROUND
Q6IFH4	OR6B2	OR6B2_HUMAN	18	BACKGROUND
Q9UM44	HHLA2	HHLA2_HUMAN	14	BACKGROUND
Q9ULS5	TMCC3	TMCC3_HUMAN	12	BACKGROUND
P20226	TBP	TBP_HUMAN	58	BACKGROUND
Q9HBV2	SPACA1	SACA1_HUMAN	23	BACKGROUND
Q9HC73	CRLF2	CRLF2_HUMAN	27	BACKGROUND
Q96SI1	KCTD15	KCD15_HUMAN	17	BACKGROUND
Q9HBV1	POPDC3	POPD3_HUMAN	13	BACKGROUND
A0AUZ9	KANSL1L	KAL1L_HUMAN	18	BACKGROUND
Q9HBU9	POPDC2	POPD2_HUMAN	15	BACKGROUND
Q96SI9	STRBP	STRBP_HUMAN	26	BACKGROUND
Q9HBU6	ETNK1	EKI1_HUMAN	25	BACKGROUND
Q5K4E3	PRSS36	POLS2_HUMAN	18	BACKGROUND
A3KMH1	KIAA0564	VWA8_HUMAN	22	BACKGROUND
Q9ULR3	PPM1H	PPM1H_HUMAN	15	BACKGROUND
Q9ULZ1	APLN	APEL_HUMAN	15	BACKGROUND
Q9ULZ2	STAP1	STAP1_HUMAN	9	BACKGROUND
Q9ULZ3	PYCARD	ASC_HUMAN	18	BACKGROUND
Q9ULZ9	MMP17	MMP17_HUMAN	35	BACKGROUND
Q5TDH0	DDI2	DDI2_HUMAN	13	BACKGROUND
Q96SF2	CCT8L2	TCPQM_HUMAN	21	BACKGROUND
O95163	IKBKAP	ELP1_HUMAN	20	BACKGROUND
Q96SF7	TBX15	TBX15_HUMAN	32	BACKGROUND
C9JVW0	INAFM1	INAM1_HUMAN	60	BACKGROUND
P19652	ORM2	A1AG2_HUMAN	14	BACKGROUND
O95157	NXPH3	NXPH3_HUMAN	12	BACKGROUND
Q9ULX9	MAFF	MAFF_HUMAN	19	BACKGROUND
O95158	NXPH4	NXPH4_HUMAN	46	BACKGROUND
O95159	ZFPL1	ZFPL1_HUMAN	35	BACKGROUND
Q01804	OTUD4	OTUD4_HUMAN	23	BACKGROUND
O95153	BZRAP1	RIMB1_HUMAN	30	BACKGROUND
O95154	AKR7A3	ARK73_HUMAN	19	BACKGROUND
O95155	UBE4B	UBE4B_HUMAN	30	BACKGROUND
O95156	NXPH2	NXPH2_HUMAN	16	BACKGROUND
P24462	CYP3A7	CP3A7_HUMAN	12	BACKGROUND
O95190	OAZ2	OAZ2_HUMAN	12	BACKGROUND
P08842	STS	STS_HUMAN	22	BACKGROUND
Q9ULX7	CA14	CAH14_HUMAN	16	BACKGROUND
Q9ULX5	RNF112	RN112_HUMAN	60	BACKGROUND
Q9ULX6	AKAP8L	AKP8L_HUMAN	60	GR_ONLY
Q9ULX3	NOB1	NOB1_HUMAN	9	BACKGROUND
Q3LI54	KRTAP19-8	KR198_HUMAN	28	BACKGROUND
P08833	IGFBP1	IBP1_HUMAN	19	BACKGROUND
O95185	UNC5C	UNC5C_HUMAN	28	BACKGROUND
Q96SD1	DCLRE1C	DCR1C_HUMAN	15	BACKGROUND
O95183	VAMP5	VAMP5_HUMAN	19	BACKGROUND
O95180	CACNA1H	CAC1H_HUMAN	31	BACKGROUND
Q9HBZ2	ARNT2	ARNT2_HUMAN	23	BACKGROUND
Q9ULW5	RAB26	RAB26_HUMAN	12	BACKGROUND
P19634	SLC9A1	SL9A1_HUMAN	23	BACKGROUND
Q3LI59	KRTAP21-2	KR212_HUMAN	60	BACKGROUND
Q9ULW6	NAP1L2	NP1L2_HUMAN	36	BACKGROUND
Q3LI58	KRTAP21-1	KR211_HUMAN	60	BACKGROUND
Q9ULW0	TPX2	TPX2_HUMAN	34	BACKGROUND
P07203	GPX1	GPX1_HUMAN	11	BACKGROUND
P07204	THBD	TRBM_HUMAN	28	BACKGROUND
Q9UM82	SPATA2	SPAT2_HUMAN	23	BACKGROUND
Q9ULW2	FZD10	FZD10_HUMAN	13	BACKGROUND
Q9ULW3	ABT1	ABT1_HUMAN	15	BACKGROUND
P07202	TPO	PERT_HUMAN	15	BACKGROUND
Q3LI60	KRTAP20-3	KR203_HUMAN	13	BACKGROUND
Q3LI61	KRTAP20-2	KR202_HUMAN	58	BACKGROUND
Q9ULV8	CBLC	CBLC_HUMAN	19	BACKGROUND
Q3LI63	KRTAP20-1	KR201_HUMAN	46	BACKGROUND
Q3LI64	KRTAP6-1	KRA61_HUMAN	60	BACKGROUND
Q3LI66	KRTAP6-2	KRA62_HUMAN	60	BACKGROUND
P24468	NR2F2	COT2_HUMAN	55	BACKGROUND
O95177	C16orf3	GAAS1_HUMAN	14	BACKGROUND
O95178	NDUFB2	NDUB2_HUMAN	14	BACKGROUND
O95171	SCEL	SCEL_HUMAN	15	BACKGROUND
P80098	CCL7	CCL7_HUMAN	14	BACKGROUND
Q96SE0	ABHD1	ABHD1_HUMAN	14	BACKGROUND
Q6ZTZ1	MSANTD1	MSD1_HUMAN	21	BACKGROUND
Q9HBY8	SGK2	SGK2_HUMAN	16	BACKGROUND
P13985	null	HRES1_HUMAN	31	BACKGROUND
O75969	AKAP3	AKAP3_HUMAN	12	BACKGROUND
P13987	CD59	CD59_HUMAN	14	BACKGROUND
Q96TC7	FAM82A2	RMD3_HUMAN	27	BACKGROUND
O75962	TRIO	TRIO_HUMAN	56	BACKGROUND
A4FU69	EFCAB5	EFCB5_HUMAN	16	BACKGROUND
Q86YB7	ECHDC2	ECHD2_HUMAN	13	BACKGROUND
Q5TC04	ATP1A1OS	ATAS1_HUMAN	19	BACKGROUND
P26572	MGAT1	MGAT1_HUMAN	27	BACKGROUND
Q16829	DUSP7	DUS7_HUMAN	20	BACKGROUND
Q16828	DUSP6	DUS6_HUMAN	37	BACKGROUND
Q16822	PCK2	PCKGM_HUMAN	13	BACKGROUND
Q16821	PPP1R3A	PPR3A_HUMAN	20	BACKGROUND
Q16820	MEP1B	MEP1B_HUMAN	13	BACKGROUND
Q16827	PTPRO	PTPRO_HUMAN	19	BACKGROUND
Q16825	PTPN21	PTN21_HUMAN	29	BACKGROUND
O75955	FLOT1	FLOT1_HUMAN	28	BACKGROUND
O75956	CDK2AP2	CDKA2_HUMAN	37	BACKGROUND
Q5KU26	COLEC12	COL12_HUMAN	60	BACKGROUND
P13994	CCDC130	CC130_HUMAN	20	BACKGROUND
O75952	CABYR	CABYR_HUMAN	23	BACKGROUND
P13995	MTHFD2	MTDC_HUMAN	18	BACKGROUND
O75953	DNAJB5	DNJB5_HUMAN	13	BACKGROUND
O75954	TSPAN9	TSN9_HUMAN	25	BACKGROUND
Q9BQ51	PDCD1LG2	PD1L2_HUMAN	18	BACKGROUND
Q86YC3	LRRC33	NRROS_HUMAN	13	BACKGROUND
Q9BQ52	ELAC2	RNZ2_HUMAN	24	BACKGROUND
Q86YC2	PALB2	PALB2_HUMAN	16	BACKGROUND
Q86YB8	ERO1LB	ERO1B_HUMAN	20	BACKGROUND
Q07325	CXCL9	CXCL9_HUMAN	39	BACKGROUND
Q16832	DDR2	DDR2_HUMAN	17	BACKGROUND
P07237	P4HB	PDIA1_HUMAN	25	BACKGROUND
Q16831	UPP1	UPP1_HUMAN	12	BACKGROUND
Q16836	HADH	HCDH_HUMAN	12	BACKGROUND
Q08050	FOXM1	FOXM1_HUMAN	15	BACKGROUND
Q16851	UGP2	UGPA_HUMAN	15	BACKGROUND
A4FU49	SH3D21	SH321_HUMAN	26	BACKGROUND
Q16850	CYP51A1	CP51A_HUMAN	15	BACKGROUND
Q9BQ69	MACROD1	MACD1_HUMAN	19	BACKGROUND
Q9BQ67	GRWD1	GRWD1_HUMAN	14	BACKGROUND
Q9BQ65	USB1	USB1_HUMAN	12	BACKGROUND
Q9BPU6	DPYSL5	DPYL5_HUMAN	14	BACKGROUND
Q9BQ66	KRTAP4-12	KR412_HUMAN	60	BACKGROUND
Q9BQ61	C19orf43	CS043_HUMAN	26	BACKGROUND
Q6ZSA8	null	YS025_HUMAN	12	BACKGROUND
Q6ZSA7	LRRC55	LRC55_HUMAN	13	BACKGROUND
P22309	UGT1A1	UD11_HUMAN	18	BACKGROUND
P51397	DAP	DAP1_HUMAN	10	BACKGROUND
P22307	SCP2	NLTP_HUMAN	12	BACKGROUND
Q07352	ZFP36L1	TISB_HUMAN	29	BACKGROUND
P22301	IL10	IL10_HUMAN	15	BACKGROUND
Q16849	PTPRN	PTPRN_HUMAN	38	BACKGROUND
P22303	ACHE	ACES_HUMAN	19	BACKGROUND
P22304	IDS	IDS_HUMAN	12	BACKGROUND
P07225	PROS1	PROS_HUMAN	18	BACKGROUND
Q5HYJ3	FAM76B	FA76B_HUMAN	21	BACKGROUND
O75973	C1QL1	C1QRF_HUMAN	60	BACKGROUND
P07205	PGK2	PGK2_HUMAN	12	BACKGROUND
O75976	CPD	CBPD_HUMAN	22	BACKGROUND
Q9BPV8	P2RY13	P2Y13_HUMAN	20	BACKGROUND
M0QZC1	RNF225	RN225_HUMAN	44	BACKGROUND
Q3B726	TWISTNB	RPA43_HUMAN	10	BACKGROUND
Q9BQ75	CMSS1	CMS1_HUMAN	19	BACKGROUND
Q5TC12	ATPAF1	ATPF1_HUMAN	20	BACKGROUND
Q6ZSB9	ZBTB49	ZBT49_HUMAN	20	BACKGROUND
Q9BQ70	TCF25	TCF25_HUMAN	15	BACKGROUND
O75970	MPDZ	MPDZ_HUMAN	22	BACKGROUND
Q86YA3	C4orf21	ZGRF1_HUMAN	21	BACKGROUND
O75971	SNAPC5	SNPC5_HUMAN	19	BACKGROUND
Q9UNA4	POLI	POLI_HUMAN	26	BACKGROUND
Q9UNA1	ARHGAP26	RHG26_HUMAN	45	BACKGROUND
Q9UNA0	ADAMTS5	ATS5_HUMAN	31	BACKGROUND
Q9UNA3	A4GNT	A4GCT_HUMAN	12	BACKGROUND
Q6QN14	null	U17L6_HUMAN	10	BACKGROUND
P26583	HMGB2	HMGB2_HUMAN	22	BACKGROUND
Q07343	PDE4B	PDE4B_HUMAN	13	BACKGROUND
Q5JSP0	FGD3	FGD3_HUMAN	13	BACKGROUND
Q9HCB6	AC099738.1	SPON1_HUMAN	15	BACKGROUND
Q5HYI8	RABL3	RABL3_HUMAN	13	BACKGROUND
Q5HYI7	MTX3	MTX3_HUMAN	13	BACKGROUND
Q16853	AOC3	AOC3_HUMAN	17	BACKGROUND
Q9BPW4	APOL4	APOL4_HUMAN	17	BACKGROUND
Q9BQ83	SLX1A	SLX1_HUMAN	22	BACKGROUND
Q9BPW8	NIPSNAP1	NIPS1_HUMAN	13	BACKGROUND
Q9BQ87	TBL1Y	TBL1Y_HUMAN	21	BACKGROUND
Q9BPW5	RASL11B	RSLBB_HUMAN	11	BACKGROUND
Q5TBK1	N4BP2L1	N42L1_HUMAN	23	BACKGROUND
Q9BQ89	FAM110A	F110A_HUMAN	30	BACKGROUND
Q9HCC0	MCCC2	MCCB_HUMAN	13	BACKGROUND
P34059	GALNS	GALNS_HUMAN	14	BACKGROUND
Q9HCC6	HES4	HES4_HUMAN	48	BACKGROUND
Q9HCC9	ZFYVE28	LST2_HUMAN	21	BACKGROUND
Q9HCC8	GDPD2	GDPD2_HUMAN	48	BACKGROUND
P08697	SERPINF2	A2AP_HUMAN	17	BACKGROUND
Q9BPX3	NCAPG	CND3_HUMAN	14	BACKGROUND
Q9BQ95	ECSIT	ECSIT_HUMAN	13	BACKGROUND
Q9BPX5	ARPC5L	ARP5L_HUMAN	9	BACKGROUND
Q9BPX7	C7orf25	CG025_HUMAN	8	BACKGROUND
O75995	SASH3	SASH3_HUMAN	14	BACKGROUND
Q5JSJ4	DDX26B	DX26B_HUMAN	18	BACKGROUND
Q9HCD6	TANC2	TANC2_HUMAN	34	BACKGROUND
Q5HYC2	KIAA2026	K2026_HUMAN	35	BACKGROUND
Q9HCD5	NCOA5	NCOA5_HUMAN	60	BACKGROUND
P08686	CYP21A2	CP21A_HUMAN	17	BACKGROUND
P08684	CYP3A4	CP3A4_HUMAN	13	BACKGROUND
Q9BQ90	KLHDC3	KLDC3_HUMAN	12	BACKGROUND
Q9BPX1	HSD17B14	DHB14_HUMAN	20	BACKGROUND
Q96TA0	null	PCDBI_HUMAN	22	BACKGROUND
Q96TA1	FAM129B	NIBL1_HUMAN	20	BACKGROUND
Q96TA2	YME1L1	YMEL1_HUMAN	17	BACKGROUND
Q9BPY3	FAM118B	F118B_HUMAN	16	BACKGROUND
P27797	CALR	CALR_HUMAN	51	BACKGROUND
Q9HCE0	EPG5	EPG5_HUMAN	20	BACKGROUND
Q9HCE1	MOV10	MOV10_HUMAN	18	PR_ONLY
Q6Y2X3	DNAJC14	DJC14_HUMAN	23	BACKGROUND
Q9HCE6	ARHGEF10L	ARGAL_HUMAN	26	BACKGROUND
Q9HCE9	ANO8	ANO8_HUMAN	60	BACKGROUND
Q9HCE3	ZNF532	ZN532_HUMAN	30	BACKGROUND
P08670	VIM	VIME_HUMAN	20	BACKGROUND
Q9HCE5	METTL14	MET14_HUMAN	45	BACKGROUND
Q86XZ4	SPATS2	SPAS2_HUMAN	37	BACKGROUND
Q9UND3	NPIP	NPIA1_HUMAN	19	BACKGROUND
Q9UNE0	EDAR	EDAR_HUMAN	15	BACKGROUND
Q9UNE2	RPH3AL	RPH3L_HUMAN	15	BACKGROUND
Q9BPZ7	MAPKAP1	SIN1_HUMAN	14	BACKGROUND
O00590	CCBP2	ACKR2_HUMAN	27	BACKGROUND
Q5JSL3	DOCK11	DOC11_HUMAN	17	BACKGROUND
O00592	PODXL	PODXL_HUMAN	28	BACKGROUND
Q5K4L6	SLC27A3	S27A3_HUMAN	53	BACKGROUND
O00591	GABRP	GBRP_HUMAN	22	BACKGROUND
